Entity,Code,Day,"Daily new estimated infections of COVID-19 (LSHTM, median)","Daily new estimated infections of COVID-19 (LSHTM, lower)","Daily new estimated infections of COVID-19 (LSHTM, upper)","Daily new confirmed cases due to COVID-19 (rolling 7-day average, right-aligned)"
Afghanistan,AFG,2020-03-26,68.9920554190085,25.6130450965727,186.796195238378,
Afghanistan,AFG,2020-03-27,69.80116591761,26.0272794756425,186.225519204464,
Afghanistan,AFG,2020-03-28,89.176932025364,33.4216027286723,233.701425868846,
Afghanistan,AFG,2020-03-29,110.163728294147,41.4656386769385,284.102678439867,13
Afghanistan,AFG,2020-03-30,108.333175792121,41.1352932904245,274.436578914613,
Afghanistan,AFG,2020-03-31,137.632212590392,52.6552867767763,342.290191061821,
Afghanistan,AFG,2020-04-01,169.735217288433,65.6010551021844,414.78904659966,
Afghanistan,AFG,2020-04-02,160.575813316141,62.7325357742537,386.220693691557,
Afghanistan,AFG,2020-04-03,219.721051448064,86.8555597183237,518.436915185511,
Afghanistan,AFG,2020-04-04,197.427988457495,78.8429405348476,458.35435169306,
Afghanistan,AFG,2020-04-05,223.976199358201,90.519058586888,513.025056648541,39.143
Afghanistan,AFG,2020-04-06,251.056008122458,102.612083132177,567.377843708732,
Afghanistan,AFG,2020-04-07,263.632149585617,108.903348817017,589.147527611944,
Afghanistan,AFG,2020-04-08,267.279007668863,111.634522757908,591.38237433351,
Afghanistan,AFG,2020-04-09,302.885880448242,127.8754786075,664.639305922935,
Afghanistan,AFG,2020-04-10,321.079719913049,136.943202296975,699.813409897294,
Afghanistan,AFG,2020-04-11,361.742739119142,155.554854920544,783.459946608754,
Afghanistan,AFG,2020-04-12,352.67779670741,152.485037589432,760.945079788893,74.429
Afghanistan,AFG,2020-04-13,371.967082411668,162.350743870936,798.378333798967,
Afghanistan,AFG,2020-04-14,385.659775726425,168.916535409665,825.455831688234,
Afghanistan,AFG,2020-04-15,396.325122905023,173.362788371791,845.456400381467,
Afghanistan,AFG,2020-04-16,399.673766463029,175.183656259677,850.866926547595,
Afghanistan,AFG,2020-04-17,332.04772338569,145.659607968879,706.16811945304,
Afghanistan,AFG,2020-04-18,335.165680896132,147.401165261238,711.118012916688,
Afghanistan,AFG,2020-04-19,352.12681671402,155.169576856532,746.64855269538,129.571
Afghanistan,AFG,2020-04-20,373.684889013616,165.072743015629,791.574432003611,
Afghanistan,AFG,2020-04-21,338.229788801877,149.6925098268,715.304381102978,
Afghanistan,AFG,2020-04-22,335.755602948673,148.94998547691,708.909554698759,
Afghanistan,AFG,2020-04-23,334.471593016546,148.910885493159,704.286927264582,
Afghanistan,AFG,2020-04-24,399.010572294949,178.160837653549,838.03592159189,
Afghanistan,AFG,2020-04-25,398.053913537386,178.585391180709,833.701381120865,
Afghanistan,AFG,2020-04-26,419.240621219583,188.66835040438,874.721937604969,189.857
Afghanistan,AFG,2020-04-27,388.194483130598,175.336753414177,806.4479266232,
Afghanistan,AFG,2020-04-28,468.624709742616,213.031065485896,969.473206136581,
Afghanistan,AFG,2020-04-29,492.983608798187,225.182932888689,1015.48453928671,
Afghanistan,AFG,2020-04-30,499.141913366203,228.98674659998,1024.32535570349,
Afghanistan,AFG,2020-05-01,553.879055004555,255.187938805901,1131.01380058898,
Afghanistan,AFG,2020-05-02,590.951553459816,273.257195512032,1200.45330749125,
Afghanistan,AFG,2020-05-03,583.850420006399,270.964048856785,1183.36592733167,309.143
Afghanistan,AFG,2020-05-04,658.890699971908,307.234317587722,1329.71465791138,
Afghanistan,AFG,2020-05-05,648.56179237267,303.688242792304,1303.29993286011,
Afghanistan,AFG,2020-05-06,738.764094154827,347.283056176661,1478.96408733272,
Afghanistan,AFG,2020-05-07,742.380650809911,350.195223721613,1480.22051937661,
Afghanistan,AFG,2020-05-08,697.9926819959,330.63120537703,1386.22754784504,
Afghanistan,AFG,2020-05-09,706.561909829168,335.66073750077,1398.45586776025,
Afghanistan,AFG,2020-05-10,749.246208746234,357.045269485676,1478.45726111483,505.571
Afghanistan,AFG,2020-05-11,797.38168566243,380.87235270445,1569.71418679147,
Afghanistan,AFG,2020-05-12,826.978687070133,395.806777373477,1624.3672414608,
Afghanistan,AFG,2020-05-13,791.110822549945,379.275242626814,1549.7487688079,
Afghanistan,AFG,2020-05-14,820.737077956451,394.031092562699,1603.8769654144,
Afghanistan,AFG,2020-05-15,785.137578504459,377.589253275824,1530.89354082004,
Afghanistan,AFG,2020-05-16,1148.13707115471,552.895112849726,2235.93099084181,
Afghanistan,AFG,2020-05-17,1027.88708008917,495.980051311498,1998.27411646022,851.714
Afghanistan,AFG,2020-05-18,975.082057040215,471.469230928142,1892.37252194935,
Afghanistan,AFG,2020-05-19,1023.34390621667,495.623048120462,1983.45847945075,
Afghanistan,AFG,2020-05-20,1149.32079163544,557.261524929616,2226.51225757635,
Afghanistan,AFG,2020-05-21,1247.93286411136,605.623375218027,2414.78739421193,
Afghanistan,AFG,2020-05-22,1428.10402465399,693.318203623616,2762.15431542499,
Afghanistan,AFG,2020-05-23,1207.83815135558,586.758110374666,2333.25966985937,
Afghanistan,AFG,2020-05-24,1551.06831717472,753.276309371118,2997.24338338905,1370.286
Afghanistan,AFG,2020-05-25,1701.6263738926,826.400050465515,3290.35996806961,
Afghanistan,AFG,2020-05-26,1797.04485155054,871.744067996112,3477.47895777819,
Afghanistan,AFG,2020-05-27,1851.0144595065,897.002120538901,3585.01223162809,
Afghanistan,AFG,2020-05-28,1935.17123832053,937.383156384798,3751.64819854613,
Afghanistan,AFG,2020-05-29,1987.38562378729,961.057601101241,3857.58677041476,
Afghanistan,AFG,2020-05-30,2061.14008186124,995.493321091698,4006.41725507534,
Afghanistan,AFG,2020-05-31,2142.32322376969,1032.52573034625,4168.81673169802,1988.857
Afghanistan,AFG,2020-06-01,2237.04018175335,1076.58748115847,4356.24015446735,
Afghanistan,AFG,2020-06-02,2270.16172901441,1090.85406209447,4424.61158900465,
Afghanistan,AFG,2020-06-03,2384.11964385762,1143.99810282447,4648.41929929918,
Afghanistan,AFG,2020-06-04,2525.60827429342,1209.82486171748,4924.87276863716,
Afghanistan,AFG,2020-06-05,2720.13746667678,1303.32388708009,5307.57952306273,
Afghanistan,AFG,2020-06-06,2979.44457414455,1427.37663402826,5807.23364292427,
Afghanistan,AFG,2020-06-07,2925.93923504106,1401.45945374758,5703.06332676032,2663.286
Afghanistan,AFG,2020-06-08,3109.78088869844,1489.14748904243,6059.64902509455,
Afghanistan,AFG,2020-06-09,3259.49264119944,1560.55870587742,6346.47313085223,
Afghanistan,AFG,2020-06-10,3260.18245738889,1560.69836394527,6343.29063546795,
Afghanistan,AFG,2020-06-11,3358.62557832157,1609.0025597802,6531.20047381471,
Afghanistan,AFG,2020-06-12,3488.72594646966,1672.72522032539,6779.48824426552,
Afghanistan,AFG,2020-06-13,3462.0428074175,1660.61101948395,6723.29178225787,
Afghanistan,AFG,2020-06-14,3612.18348942675,1733.737784155,7011.69745574701,3253.143
Afghanistan,AFG,2020-06-15,3686.10391343213,1769.36825829367,7150.93556726545,
Afghanistan,AFG,2020-06-16,4032.25226070473,1937.02075100409,7821.37989381277,
Afghanistan,AFG,2020-06-17,4452.42040879523,2140.18724336629,8632.70346631903,
Afghanistan,AFG,2020-06-18,4552.72976445951,2189.32229307668,8829.0585725634,
Afghanistan,AFG,2020-06-19,4677.63202332029,2250.27151899255,9071.42216549605,
Afghanistan,AFG,2020-06-20,4563.22734595564,2198.23060167778,8843.96816805979,
Afghanistan,AFG,2020-06-21,4749.10897185723,2287.82462695325,9211.47571974379,3732.286
Afghanistan,AFG,2020-06-22,4650.00787177832,2242.14679350327,9015.80511981069,
Afghanistan,AFG,2020-06-23,4289.54206011615,2067.98868729403,8323.75786163286,
Afghanistan,AFG,2020-06-24,3890.37422911357,1875.42409206579,7550.60474160144,
Afghanistan,AFG,2020-06-25,3592.23229475615,1729.36513657009,6978.49219582376,
Afghanistan,AFG,2020-06-26,3431.4080782557,1648.12818295311,6664.51005766462,
Afghanistan,AFG,2020-06-27,3416.66685106196,1640.33990402617,6638.64894015692,
Afghanistan,AFG,2020-06-28,2965.11854516389,1424.79126458175,5762.53979699826,3864.714
Afghanistan,AFG,2020-06-29,2928.55367901255,1407.00143997618,5695.37626225672,
Afghanistan,AFG,2020-06-30,2904.78903060376,1396.21841533768,5652.20380960677,
Afghanistan,AFG,2020-07-01,2840.60111215368,1368.19771112537,5530.32553005638,
Afghanistan,AFG,2020-07-02,2965.84499893085,1427.09696126487,5788.5778873782,
Afghanistan,AFG,2020-07-03,2578.60941568351,1238.72081742244,5042.16801995587,
Afghanistan,AFG,2020-07-04,2601.28217038462,1247.55078577794,5095.86196087725,
Afghanistan,AFG,2020-07-05,2830.92357035228,1354.68191601411,5553.87735277001,3802.714
Afghanistan,AFG,2020-07-06,2699.89072146897,1288.91493139503,5305.20694442619,
Afghanistan,AFG,2020-07-07,2878.1147836528,1370.76169238334,5668.6825070985,
Afghanistan,AFG,2020-07-08,2738.48859663561,1301.52735461945,5399.53774778513,
Afghanistan,AFG,2020-07-09,2350.15816029829,1114.40769409971,4644.41689608385,
Afghanistan,AFG,2020-07-10,2388.80834294715,1130.46367943217,4725.35178484181,
Afghanistan,AFG,2020-07-11,2529.15677832428,1193.65770414635,5014.84375096855,
Afghanistan,AFG,2020-07-12,2152.38504721607,1012.9084910803,4274.99731225256,3497.857
Afghanistan,AFG,2020-07-13,1771.55069858607,831.324327748966,3528.84530301449,
Afghanistan,AFG,2020-07-14,1234.27176654401,577.382851342932,2465.40618823157,
Afghanistan,AFG,2020-07-15,1288.68085899726,600.193405768103,2582.77860887474,
Afghanistan,AFG,2020-07-16,1471.76806702631,682.607764081611,2960.27010244418,
Afghanistan,AFG,2020-07-17,1245.36198077008,575.09820691398,2512.67966393138,
Afghanistan,AFG,2020-07-18,966.723252949218,444.42231202637,1956.57943515464,
Afghanistan,AFG,2020-07-19,870.881713603577,398.679028661076,1766.95541072808,2978
Afghanistan,AFG,2020-07-20,1027.50323418506,467.879633026336,2090.37869422277,
Afghanistan,AFG,2020-07-21,1141.44684598875,518.013659278374,2328.92728156527,
Afghanistan,AFG,2020-07-22,953.800968788385,431.198501379557,1951.2187484652,
Afghanistan,AFG,2020-07-23,875.404059091961,394.727399738209,1796.62152875953,
Afghanistan,AFG,2020-07-24,803.421284758087,361.406882660751,1653.50366811022,
Afghanistan,AFG,2020-07-25,690.241045882417,310.400335625905,1426.38850464113,
Afghanistan,AFG,2020-07-26,781.8175890814,350.56287811981,1622.31031843386,2355
Afghanistan,AFG,2020-07-27,712.573600583573,319.193328329189,1483.36159749038,
Afghanistan,AFG,2020-07-28,675.288229874249,301.82138297573,1409.53047377837,
Afghanistan,AFG,2020-07-29,662.766072602658,295.730443140937,1389.2497391562,
Afghanistan,AFG,2020-07-30,492.752695988659,219.13176636111,1036.34205600584,
Afghanistan,AFG,2020-07-31,542.162558719564,239.513868897493,1145.04502463807,
Afghanistan,AFG,2020-08-01,593.803965830079,261.081048840218,1262.18041563422,
Afghanistan,AFG,2020-08-02,486.73609677066,212.686988395906,1042.51545961785,1801.143
Afghanistan,AFG,2020-08-03,393.53445188793,170.610358209003,848.205865492947,
Afghanistan,AFG,2020-08-04,334.115054471798,143.421553635056,728.790134650625,
Afghanistan,AFG,2020-08-05,316.328755715518,134.279264363575,699.318786590155,
Afghanistan,AFG,2020-08-06,376.708013001201,157.933045457431,846.057712230046,
Afghanistan,AFG,2020-08-07,351.472251055026,145.5603297946,804.040586061771,
Afghanistan,AFG,2020-08-08,272.591328072533,111.473078418118,638.867018229953,
Afghanistan,AFG,2020-08-09,308.958124975842,124.58415456729,739.326648956781,1245.429
Afghanistan,AFG,2020-08-10,310.574966357852,123.307996209556,761.543552481759,
Afghanistan,AFG,2020-08-11,278.677330927546,108.750357989939,700.330555714647,
Afghanistan,AFG,2020-02-09,,,,0
Afghanistan,AFG,2020-02-16,,,,0
Afghanistan,AFG,2020-02-23,,,,0
Afghanistan,AFG,2020-03-01,,,,0.143
Afghanistan,AFG,2020-03-08,,,,0.143
Afghanistan,AFG,2020-03-15,,,,1
Afghanistan,AFG,2020-03-22,,,,3.429
Afghanistan,AFG,2020-08-16,,,,990.714
Afghanistan,AFG,2020-08-23,,,,746
Afghanistan,AFG,2020-08-30,,,,541.714
Afghanistan,AFG,2020-09-06,,,,430.714
Afghanistan,AFG,2020-09-13,,,,372.143
Afghanistan,AFG,2020-09-20,,,,315.571
Afghanistan,AFG,2020-09-27,,,,311
Afghanistan,AFG,2020-10-04,,,,249.429
Afghanistan,AFG,2020-10-11,,,,258.429
Afghanistan,AFG,2020-10-18,,,,285.429
Afghanistan,AFG,2020-10-25,,,,352
Afghanistan,AFG,2020-11-01,,,,397.714
Afghanistan,AFG,2020-11-08,,,,444.857
Afghanistan,AFG,2020-11-15,,,,549
Afghanistan,AFG,2020-11-22,,,,743.714
Afghanistan,AFG,2020-11-29,,,,894.714
Afghanistan,AFG,2020-12-06,,,,1071.429
Afghanistan,AFG,2020-12-13,,,,1169.143
Afghanistan,AFG,2020-12-20,,,,1301.571
Afghanistan,AFG,2020-12-27,,,,1402.143
Afghanistan,AFG,2021-01-03,,,,1382
Afghanistan,AFG,2021-01-10,,,,1283.714
Afghanistan,AFG,2021-01-17,,,,1145.429
Afghanistan,AFG,2021-01-24,,,,993.429
Afghanistan,AFG,2021-01-31,,,,867.286
Afghanistan,AFG,2021-02-07,,,,685.571
Afghanistan,AFG,2021-02-14,,,,520.571
Afghanistan,AFG,2021-02-21,,,,413.571
Afghanistan,AFG,2021-02-28,,,,317.857
Afghanistan,AFG,2021-03-07,,,,266.143
Afghanistan,AFG,2021-03-14,,,,198.571
Afghanistan,AFG,2021-03-21,,,,154.286
Afghanistan,AFG,2021-03-28,,,,137
Afghanistan,AFG,2021-04-04,,,,169.143
Afghanistan,AFG,2021-04-11,,,,222.286
Afghanistan,AFG,2021-04-18,,,,297
Afghanistan,AFG,2021-04-25,,,,428
Afghanistan,AFG,2021-05-02,,,,591
Afghanistan,AFG,2021-05-09,,,,819.857
Afghanistan,AFG,2021-05-16,,,,1027.143
Afghanistan,AFG,2021-05-23,,,,1293.143
Afghanistan,AFG,2021-05-30,,,,1943
Afghanistan,AFG,2021-06-06,,,,3061.571
Afghanistan,AFG,2021-06-13,,,,4431.143
Afghanistan,AFG,2021-06-20,,,,5969.143
Afghanistan,AFG,2021-06-27,,,,7482.571
Afghanistan,AFG,2021-07-04,,,,8752
Afghanistan,AFG,2021-07-11,,,,9692.857
Afghanistan,AFG,2021-07-18,,,,9977.286
Afghanistan,AFG,2021-07-25,,,,9235.286
Afghanistan,AFG,2021-08-01,,,,8234.286
Afghanistan,AFG,2021-08-08,,,,6936
Afghanistan,AFG,2021-08-15,,,,5401.857
Afghanistan,AFG,2021-08-22,,,,3966.143
Afghanistan,AFG,2021-08-29,,,,2779.286
Afghanistan,AFG,2021-09-05,,,,1831.571
Afghanistan,AFG,2021-09-12,,,,1445.571
Afghanistan,AFG,2021-09-19,,,,1005.429
Afghanistan,AFG,2021-09-26,,,,634.429
Afghanistan,AFG,2021-10-03,,,,444
Afghanistan,AFG,2021-10-10,,,,404.714
Afghanistan,AFG,2021-10-17,,,,369.143
Afghanistan,AFG,2021-10-24,,,,342.143
Afghanistan,AFG,2021-10-31,,,,299.714
Afghanistan,AFG,2021-11-07,,,,248
Afghanistan,AFG,2021-11-14,,,,230.429
Afghanistan,AFG,2021-11-21,,,,246.143
Afghanistan,AFG,2021-11-28,,,,263.714
Afghanistan,AFG,2021-12-05,,,,259.143
Afghanistan,AFG,2021-12-12,,,,256.143
Afghanistan,AFG,2021-12-19,,,,236.714
Afghanistan,AFG,2021-12-26,,,,232.429
Afghanistan,AFG,2022-01-02,,,,228.571
Afghanistan,AFG,2022-01-09,,,,211.571
Afghanistan,AFG,2022-01-16,,,,212.571
Afghanistan,AFG,2022-01-23,,,,302.429
Afghanistan,AFG,2022-01-30,,,,579.286
Afghanistan,AFG,2022-02-06,,,,1138.143
Afghanistan,AFG,2022-02-13,,,,1750
Afghanistan,AFG,2022-02-20,,,,1974
Afghanistan,AFG,2022-02-27,,,,2119.286
Afghanistan,AFG,2022-03-06,,,,2238.429
Afghanistan,AFG,2022-03-13,,,,2359.143
Afghanistan,AFG,2022-03-20,,,,2196.143
Afghanistan,AFG,2022-03-27,,,,1680.286
Afghanistan,AFG,2022-04-03,,,,1093.286
Afghanistan,AFG,2022-04-10,,,,880
Afghanistan,AFG,2022-04-17,,,,743.857
Afghanistan,AFG,2022-04-24,,,,614.429
Afghanistan,AFG,2022-05-01,,,,402.429
Afghanistan,AFG,2022-05-08,,,,269.143
Afghanistan,AFG,2022-05-15,,,,252.714
Afghanistan,AFG,2022-05-22,,,,267
Afghanistan,AFG,2022-05-29,,,,290.429
Afghanistan,AFG,2022-06-05,,,,318.714
Afghanistan,AFG,2022-06-12,,,,340.714
Afghanistan,AFG,2022-06-19,,,,385
Afghanistan,AFG,2022-06-26,,,,449.857
Afghanistan,AFG,2022-07-03,,,,485.714
Afghanistan,AFG,2022-07-10,,,,506.429
Afghanistan,AFG,2022-07-17,,,,475.286
Afghanistan,AFG,2022-07-24,,,,550.857
Afghanistan,AFG,2022-07-31,,,,649.571
Afghanistan,AFG,2022-08-07,,,,781.714
Afghanistan,AFG,2022-08-14,,,,965.571
Afghanistan,AFG,2022-08-21,,,,1113.143
Afghanistan,AFG,2022-08-28,,,,1284.143
Afghanistan,AFG,2022-09-04,,,,1491
Afghanistan,AFG,2022-09-11,,,,1596.143
Afghanistan,AFG,2022-09-18,,,,1643.143
Afghanistan,AFG,2022-09-25,,,,1605.286
Afghanistan,AFG,2022-10-02,,,,1491.571
Afghanistan,AFG,2022-10-09,,,,1394.857
Afghanistan,AFG,2022-10-16,,,,1269.714
Afghanistan,AFG,2022-10-23,,,,1163.143
Afghanistan,AFG,2022-10-30,,,,1026.714
Afghanistan,AFG,2022-11-06,,,,933.714
Afghanistan,AFG,2022-11-13,,,,878.286
Afghanistan,AFG,2022-11-20,,,,820
Afghanistan,AFG,2022-11-27,,,,771
Afghanistan,AFG,2022-12-04,,,,724
Afghanistan,AFG,2022-12-11,,,,645.143
Afghanistan,AFG,2022-12-18,,,,593.143
Afghanistan,AFG,2022-12-25,,,,529.143
Afghanistan,AFG,2023-01-01,,,,449.714
Afghanistan,AFG,2023-01-08,,,,395.429
Afghanistan,AFG,2023-01-15,,,,336.714
Afghanistan,AFG,2023-01-22,,,,276.143
Afghanistan,AFG,2023-01-29,,,,267.857
Afghanistan,AFG,2023-02-05,,,,243.714
Afghanistan,AFG,2023-02-12,,,,219.143
Afghanistan,AFG,2023-02-19,,,,215.286
Afghanistan,AFG,2023-02-26,,,,210.143
Afghanistan,AFG,2023-03-05,,,,202.286
Afghanistan,AFG,2023-03-12,,,,201.857
Afghanistan,AFG,2023-03-19,,,,189.857
Afghanistan,AFG,2023-03-26,,,,198.286
Afghanistan,AFG,2023-04-02,,,,253.143
Afghanistan,AFG,2023-04-09,,,,346.571
Afghanistan,AFG,2023-04-16,,,,480.143
Afghanistan,AFG,2023-04-23,,,,671.571
Afghanistan,AFG,2023-04-30,,,,767.143
Afghanistan,AFG,2023-05-07,,,,1001
Afghanistan,AFG,2023-05-14,,,,1237
Afghanistan,AFG,2023-05-21,,,,1362.714
Afghanistan,AFG,2023-05-28,,,,1386.429
Afghanistan,AFG,2023-06-04,,,,1340.429
Afghanistan,AFG,2023-06-11,,,,1208
Afghanistan,AFG,2023-06-18,,,,1154.143
Afghanistan,AFG,2023-06-25,,,,914.286
Afghanistan,AFG,2023-07-02,,,,648.714
Afghanistan,AFG,2023-07-09,,,,491.286
Afghanistan,AFG,2023-07-16,,,,366.857
Afghanistan,AFG,2023-07-23,,,,290.714
Afghanistan,AFG,2023-07-30,,,,242.571
Afghanistan,AFG,2023-08-06,,,,208.571
Afghanistan,AFG,2023-08-13,,,,215
Afghanistan,AFG,2023-08-20,,,,227.143
Afghanistan,AFG,2023-08-27,,,,213.286
Afghanistan,AFG,2023-09-03,,,,227.286
Afghanistan,AFG,2023-09-10,,,,223.143
Afghanistan,AFG,2023-09-17,,,,224
Afghanistan,AFG,2023-09-24,,,,225.714
Afghanistan,AFG,2023-10-01,,,,226.571
Afghanistan,AFG,2023-10-08,,,,240.857
Afghanistan,AFG,2023-10-15,,,,252
Afghanistan,AFG,2023-10-22,,,,254.286
Afghanistan,AFG,2023-10-29,,,,278.143
Afghanistan,AFG,2023-11-05,,,,300
Afghanistan,AFG,2023-11-12,,,,323.429
Afghanistan,AFG,2023-11-19,,,,349.714
Afghanistan,AFG,2023-11-26,,,,345.571
Afghanistan,AFG,2023-12-03,,,,342.857
Afghanistan,AFG,2023-12-10,,,,315.857
Afghanistan,AFG,2023-12-17,,,,309.143
Afghanistan,AFG,2023-12-24,,,,311.857
Afghanistan,AFG,2023-12-31,,,,301.714
Afghanistan,AFG,2024-01-07,,,,275.429
Afghanistan,AFG,2024-01-14,,,,264.429
Africa,,2020-02-09,,,,0
Africa,,2020-02-16,,,,0.143
Africa,,2020-02-23,,,,0.143
Africa,,2020-03-01,,,,0.429
Africa,,2020-03-08,,,,11.429
Africa,,2020-03-15,,,,44.857
Africa,,2020-03-22,,,,191
Africa,,2020-03-29,,,,652.286
Africa,,2020-04-05,,,,1321.143
Africa,,2020-04-12,,,,2084.143
Africa,,2020-04-19,,,,3118
Africa,,2020-04-26,,,,4463.143
Africa,,2020-05-03,,,,6241.286
Africa,,2020-05-10,,,,8678.429
Africa,,2020-05-17,,,,11258.857
Africa,,2020-05-24,,,,14438.286
Africa,,2020-05-31,,,,18569.715
Africa,,2020-06-07,,,,23727.857
Africa,,2020-06-14,,,,29691.715
Africa,,2020-06-21,,,,36935.855
Africa,,2020-06-28,,,,45266.145
Africa,,2020-07-05,,,,55663
Africa,,2020-07-12,,,,67860.29
Africa,,2020-07-19,,,,80946.43
Africa,,2020-07-26,,,,92700.29
Africa,,2020-08-02,,,,101740.29
Africa,,2020-08-09,,,,105644.57
Africa,,2020-08-16,,,,105149.86
Africa,,2020-08-23,,,,101713
Africa,,2020-08-30,,,,94028.71
Africa,,2020-09-06,,,,84028.43
Africa,,2020-09-13,,,,73985.71
Africa,,2020-09-20,,,,65275.285
Africa,,2020-09-27,,,,59955.285
Africa,,2020-10-04,,,,57308.145
Africa,,2020-10-11,,,,56371
Africa,,2020-10-18,,,,57823.715
Africa,,2020-10-25,,,,60314.855
Africa,,2020-11-01,,,,63263.145
Africa,,2020-11-08,,,,67832.29
Africa,,2020-11-15,,,,73652.29
Africa,,2020-11-22,,,,79486.71
Africa,,2020-11-29,,,,83833.14
Africa,,2020-12-06,,,,88196.71
Africa,,2020-12-13,,,,94000.71
Africa,,2020-12-20,,,,101640.57
Africa,,2020-12-27,,,,111336.14
Africa,,2021-01-03,,,,121435.71
Africa,,2021-01-10,,,,138968.42
Africa,,2021-01-17,,,,155941
Africa,,2021-01-24,,,,168110.58
Africa,,2021-01-31,,,,171158.28
Africa,,2021-02-07,,,,168044.86
Africa,,2021-02-14,,,,158543
Africa,,2021-02-21,,,,146027
Africa,,2021-02-28,,,,125468.43
Africa,,2021-03-07,,,,105203.86
Africa,,2021-03-14,,,,88413.43
Africa,,2021-03-21,,,,80697.86
Africa,,2021-03-28,,,,76477.14
Africa,,2021-04-04,,,,75605.86
Africa,,2021-04-11,,,,76162.29
Africa,,2021-04-18,,,,77599
Africa,,2021-04-25,,,,79255.29
Africa,,2021-05-02,,,,79461.14
Africa,,2021-05-09,,,,76314
Africa,,2021-05-16,,,,73424.43
Africa,,2021-05-23,,,,71468.86
Africa,,2021-05-30,,,,70543
Africa,,2021-06-06,,,,71377.14
Africa,,2021-06-13,,,,76555
Africa,,2021-06-20,,,,89326.43
Africa,,2021-06-27,,,,110039.14
Africa,,2021-07-04,,,,137574.42
Africa,,2021-07-11,,,,168582.14
Africa,,2021-07-18,,,,198503.86
Africa,,2021-07-25,,,,220881.58
Africa,,2021-08-01,,,,243108.28
Africa,,2021-08-08,,,,263040.16
Africa,,2021-08-15,,,,270082.84
Africa,,2021-08-22,,,,272606.56
Africa,,2021-08-29,,,,263747.44
Africa,,2021-09-05,,,,248328
Africa,,2021-09-12,,,,232438.28
Africa,,2021-09-19,,,,211127.86
Africa,,2021-09-26,,,,181804.28
Africa,,2021-10-03,,,,155461.58
Africa,,2021-10-10,,,,124793.14
Africa,,2021-10-17,,,,99639.29
Africa,,2021-10-24,,,,80086.71
Africa,,2021-10-31,,,,66151.86
Africa,,2021-11-07,,,,53906.57
Africa,,2021-11-14,,,,46187.285
Africa,,2021-11-21,,,,41267.715
Africa,,2021-11-28,,,,42127.855
Africa,,2021-12-05,,,,49579.43
Africa,,2021-12-12,,,,69863.29
Africa,,2021-12-19,,,,104503
Africa,,2021-12-26,,,,141880.86
Africa,,2022-01-02,,,,181429.28
Africa,,2022-01-09,,,,221620.58
Africa,,2022-01-16,,,,254208.42
Africa,,2022-01-23,,,,278254.28
Africa,,2022-01-30,,,,287866.72
Africa,,2022-02-06,,,,277389.72
Africa,,2022-02-13,,,,256220.86
Africa,,2022-02-20,,,,229828
Africa,,2022-02-27,,,,203683.58
Africa,,2022-03-06,,,,172180.14
Africa,,2022-03-13,,,,144127.86
Africa,,2022-03-20,,,,114655.14
Africa,,2022-03-27,,,,90680.29
Africa,,2022-04-03,,,,73895.43
Africa,,2022-04-10,,,,59892.145
Africa,,2022-04-17,,,,45217.145
Africa,,2022-04-24,,,,41294.285
Africa,,2022-05-01,,,,38763
Africa,,2022-05-08,,,,41522.855
Africa,,2022-05-15,,,,45619.43
Africa,,2022-05-22,,,,48380.715
Africa,,2022-05-29,,,,49413.57
Africa,,2022-06-05,,,,50114
Africa,,2022-06-12,,,,49442.285
Africa,,2022-06-19,,,,48844.285
Africa,,2022-06-26,,,,46660
Africa,,2022-07-03,,,,43859.285
Africa,,2022-07-10,,,,43665.43
Africa,,2022-07-17,,,,45336.145
Africa,,2022-07-24,,,,48368.715
Africa,,2022-07-31,,,,49409.43
Africa,,2022-08-07,,,,46520.145
Africa,,2022-08-14,,,,43060.43
Africa,,2022-08-21,,,,38688
Africa,,2022-08-28,,,,33459.715
Africa,,2022-09-04,,,,28363.43
Africa,,2022-09-11,,,,22080.857
Africa,,2022-09-18,,,,17419.57
Africa,,2022-09-25,,,,14496.571
Africa,,2022-10-02,,,,12349.857
Africa,,2022-10-09,,,,10700.143
Africa,,2022-10-16,,,,9791.143
Africa,,2022-10-23,,,,8610.143
Africa,,2022-10-30,,,,7793.143
Africa,,2022-11-06,,,,7710
Africa,,2022-11-13,,,,8248.429
Africa,,2022-11-20,,,,9128.571
Africa,,2022-11-27,,,,10236.286
Africa,,2022-12-04,,,,10478
Africa,,2022-12-11,,,,10711.714
Africa,,2022-12-18,,,,11174.571
Africa,,2022-12-25,,,,11349.429
Africa,,2023-01-01,,,,10721.143
Africa,,2023-01-08,,,,9877.714
Africa,,2023-01-15,,,,9311.143
Africa,,2023-01-22,,,,8825.714
Africa,,2023-01-29,,,,8763.286
Africa,,2023-02-05,,,,8207.286
Africa,,2023-02-12,,,,7393.714
Africa,,2023-02-19,,,,6960.286
Africa,,2023-02-26,,,,6329
Africa,,2023-03-05,,,,5864
Africa,,2023-03-12,,,,5237.286
Africa,,2023-03-19,,,,4582.571
Africa,,2023-03-26,,,,4303.857
Africa,,2023-04-02,,,,3892.571
Africa,,2023-04-09,,,,3568.286
Africa,,2023-04-16,,,,3457
Africa,,2023-04-23,,,,2825.571
Africa,,2023-04-30,,,,2605.143
Africa,,2023-05-07,,,,2538.286
Africa,,2023-05-14,,,,2361.286
Africa,,2023-05-21,,,,2448.286
