date,location,cases,deaths,tests,percent_positivity,CFR,sequences,sequencing_rate,sero_study_participants,avg_seroprevalence,ICL_estimate_mean,IHME_estimate_mean,LSHTM_estimate_median,YYG_estimate_mean,sequence_contribution,estimate_contribution,ideal_sequences,case_contribution,apparent_sequences
2020-02-01,British Virgin Islands,0.0,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0
2020-02-01,Brunei,0.0,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0
2020-02-01,Bulgaria,0.0,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,0.0,1579.4499999999996,0.0,0.0,NaN,0.0004172169387261247,0.03354458356517018,0.0,0.0
2020-02-01,Burkina Faso,0.0,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,0.0,217851.87,0.0,0.0,NaN,0.057546291618703796,4.626768975303803,0.0,0.0
2020-02-01,Burundi,0.0,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0
2020-02-01,Cambodia,1.0,0.0,0.0,NaN,0.0,NaN,NaN,NaN,NaN,0.0,4320.839999999998,0.0,0.45299999999999996,NaN,0.0011413641695054535,0.09176661398064509,1.3120948907024957e-05,0.0010549350378963103
2020-02-01,Cameroon,0.0,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,0.0,11596.96,0.0,0.0,NaN,0.003063375320351591,0.24629788459396373,0.0,0.0
2020-02-01,Canada,8.0,0.0,157.0,0.050955414012738856,0.0,16.0,2.0,NaN,NaN,0.0,2597.9,0.0,3.4530000000000003,0.008213552361396304,0.0006862438729409603,0.0551745694032452,0.00010496759125619965,0.008439480303170483
2020-02-01,Cape Verde,0.0,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,0.0,242.61,0.0,0.0,NaN,6.408623350175387e-05,0.005152585658771053,0.0,0.0
2020-02-01,Cayman Islands,0.0,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0
2020-02-01,Central African Republic,0.0,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0
2020-02-01,Chad,0.0,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,0.0,1696.77,0.0,0.0,NaN,0.00044820740455369073,0.03603624239822332,0.0,0.0
2020-02-01,Chile,0.0,0.0,0.0,NaN,NaN,1.0,NaN,NaN,NaN,0.0,530.55,0.0,0.0,0.000513347022587269,0.0001401465363519868,0.011267896299661935,0.0,0.0
2020-02-01,China,75057.0,2390.0,0.0,NaN,0.03184246639220858,612.0,0.008153803109636676,76521.0,0.009895413807974282,0.0,464021.14,152171.51331081442,27012.071,0.3141683778234086,0.12257271805692273,9.854946916164193,0.9848190621145722,79.18025913938337
2020-02-01,Colombia,0.0,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,0.0,1725.18,0.0,0.0,NaN,0.00045571199996931593,0.03663961801573985,0.0,0.0
2020-02-01,Comoros,0.0,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0
2020-02-01,Congo,0.0,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,0.0,3101.97,0.0,0.0,NaN,0.0008193956297573696,0.06588007969967455,0.0,0.0
2020-02-01,Cook Islands,0.0,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0
2020-02-01,Costa Rica,0.0,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,0.0,1333.0799999999995,0.0,0.0,NaN,0.00035213748879484773,0.028312142492042836,0.0,0.0
2020-02-01,Cote d'Ivoire,0.0,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,0.0,91446.07,0.0,0.0,NaN,0.024155781685988746,1.94214463061281,0.0,0.0
2020-02-01,Croatia,0.0,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,0.0,1426.67,0.0,0.0,NaN,0.000376859596677578,0.03029982021268249,0.0,0.0
2020-02-01,Cuba,0.0,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,0.0,747.78,0.0,0.0,NaN,0.00019752855895445985,0.01588145791152804,0.0,0.0
2020-02-01,Curacao,0.0,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0
2020-02-01,Cyprus,0.0,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,0.0,213.72000000000003,0.0,0.0,NaN,5.6454844499381055e-05,0.004539015733038825,0.0,0.0
2020-02-01,Czechia,0.0,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,0.0,2815.11,0.0,0.0,NaN,0.0007436206124773189,0.05978770625226899,0.0,0.0
2020-02-01,Democratic Republic of Congo,0.0,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,0.0,99212.84,0.0,0.0,NaN,0.02620739965628847,2.1070963956553608,0.0,0.0
2020-02-01,Denmark,0.0,0.0,294.0,0.0,NaN,2.0,NaN,NaN,NaN,0.0,8372.37,0.0,0.0,0.001026694045174538,0.0022115892122463177,0.17781358390802113,0.0,0.0
2020-02-01,Djibouti,0.0,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0
2020-02-01,Dominica,0.0,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0
2020-02-01,Dominican Republic,0.0,0.0,0.0,NaN,NaN,1.0,NaN,NaN,NaN,0.0,7623.219999999998,0.0,0.0,0.000513347022587269,0.002013698763263015,0.16190302974179407,0.0,0.0
2020-02-01,Ecuador,0.0,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,0.0,10233.34,0.0,0.0,NaN,0.0027031705895999257,0.21733712924169726,0.0,0.0
2020-02-01,Egypt,1.0,0.0,0.0,NaN,0.0,NaN,NaN,NaN,NaN,0.0,37774.9,0.0,0.28600000000000003,NaN,0.00997836470840197,0.8022686946189796,1.3120948907024957e-05,0.0010549350378963103
2020-02-01,El Salvador,0.0,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,0.0,343.8400000000001,0.0,0.0,NaN,9.082647264021704e-05,0.0073025227851771955,0.0,0.0
2020-02-01,Equatorial Guinea,0.0,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,0.0,1020.93,0.0,0.0,NaN,0.0002696820344130315,0.021682656430522775,0.0,0.0
2020-02-01,Eritrea,0.0,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0
2020-02-01,Estonia,0.0,0.0,40.0,0.0,NaN,NaN,NaN,NaN,NaN,0.0,342.27,0.0,0.0,NaN,9.041175195022997e-05,0.007269178902055019,0.0,0.0
2020-02-01,Eswatini,0.0,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0
2020-02-01,Ethiopia,0.0,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,0.0,1538.9999999999998,0.0,0.0,NaN,0.0004065319375095799,0.032685500716576596,0.0,0.0
2020-02-01,Europe,195.0,9.0,0.0,NaN,0.04615384615384616,NaN,NaN,NaN,NaN,0.0,0.0,0.0,58.0,NaN,0.0,0.0,0.0025585850368698665,0.2057123323897805
2020-02-01,European Union,142.0,7.0,0.0,NaN,0.04929577464788732,NaN,NaN,NaN,NaN,0.0,0.0,0.0,36.643,NaN,0.0,0.0,0.0018631747447975437,0.14980077538127606
2020-02-01,Faeroe Islands,0.0,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0,0.0
2020-02-01,Falkland Islands,0.0,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0
2020-02-01,Fiji,0.0,0.0,1.0,0.0,NaN,NaN,NaN,NaN,NaN,0.0,136.43,0.0,0.0,NaN,3.6038435499955816e-05,0.0028975197288905437,0.0,0.0
2020-02-01,Finland,2.0,0.0,382.0,0.005235602094240838,0.0,1.0,0.5,NaN,NaN,0.0,5761.09,0.0,0.7390000000000001,0.000513347022587269,0.001521810968074767,0.12235484816326338,2.6241897814049913e-05,0.0021098700757926207
2020-02-01,France,13.0,0.0,0.0,NaN,0.0,50.0,3.8461538461538463,NaN,NaN,0.0,188903.48,197.83097713521812,6.0,0.02566735112936345,0.04989947870480975,4.011958954453421,0.00017057233579132443,0.013714155492652034
2020-02-01,French Guiana,0.0,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0
2020-02-01,French Polynesia,0.0,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0
2020-02-01,Gabon,0.0,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,0.0,6661.979999999999,0.0,0.0,NaN,0.0017597840396686621,0.14148807801417737,0.0,0.0
2020-02-01,Gambia,0.0,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,0.0,4069.11,0.0,0.0,NaN,0.0010748688578554953,0.08642033646577586,0.0,0.0
2020-02-01,Georgia,0.0,0.0,0.0,NaN,NaN,4.0,NaN,NaN,NaN,0.0,4590.220000000001,0.0,0.0,0.002053388090349076,0.0012125217870014456,0.09748774470386244,0.0,0.0
2020-02-01,Germany,29.0,4.0,0.0,NaN,0.13793103448275862,40.0,1.3793103448275863,NaN,NaN,0.0,19633.0,0.0,11.19,0.02053388090349076,0.00518612185128368,0.41696844416409906,0.0003805075183037237,0.030593116098992998
2020-02-01,Ghana,0.0,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,0.0,21176.99,0.0,0.0,NaN,0.005593971913788825,0.44975992320983477,0.0,0.0
2020-02-01,Gibraltar,0.0,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0
2020-02-01,Greece,0.0,0.0,0.0,NaN,NaN,1.0,NaN,NaN,NaN,0.0,3160.2699999999995,0.0,0.0,0.000513347022587269,0.0008347957674810917,0.06711826338503933,0.0,0.0
2020-02-01,Greenland,0.0,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0
2020-02-01,Grenada,0.0,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0
2020-02-01,Guadeloupe,0.0,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0
2020-02-01,Guam,0.0,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,0.0,85.87,0.0,0.0,NaN,2.2682844362539076e-05,0.0018237192635038554,0.0,0.0
2020-02-01,Guatemala,0.0,0.0,4.0,0.0,NaN,NaN,NaN,NaN,NaN,0.0,1529.25,0.0,0.0,NaN,0.0004039564427787688,0.032478428830945275,0.0,0.0
2020-02-01,Guernsey,0.0,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0
2020-02-01,Guinea,0.0,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,0.0,4005.83,0.0,0.0,NaN,0.0010581532366692663,0.0850763868326732,0.0,0.0
2020-02-01,Guinea-Bissau,0.0,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,0.0,87.80000000000003,0.0,0.0,NaN,2.319266024258683e-05,0.0018647088777878017,0.0,0.0
2020-02-01,Guyana,0.0,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,0.0,195.98,0.0,0.0,NaN,5.176876485583332e-05,0.004162251091900378,0.0,0.0
2020-02-01,Haiti,0.0,0.0,0.0,NaN,NaN,NaN,NaN,257.0,0.127,0.0,613.62,0.0,0.0,NaN,0.00016208975145849805,0.013032148765240895,0.0,0.0
2020-02-01,High income,1042.0,13.0,0.0,NaN,0.012476007677543186,NaN,NaN,NaN,NaN,0.0,0.0,0.0,236.024,NaN,0.0,0.0,0.013672028761120005,1.0992423094879553
2020-02-01,Honduras,0.0,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,0.0,2114.5200000000004,0.0,0.0,NaN,0.0005585574480199853,0.04490847626719661,0.0,0.0
2020-02-01,Hong Kong,0.0,0.0,0.0,NaN,NaN,160.0,NaN,NaN,NaN,NaN,1590.38,NaN,NaN,0.08213552361396304,0.00042010413435769064,0.033776716458498446,0.0,0.0
2020-02-01,Hungary,0.0,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,0.0,2334.2700000000004,0.0,0.0,NaN,0.0006166051369528834,0.049575557997195124,0.0,0.0
2020-02-01,Iceland,15.0,0.0,45.0,0.3333333333333333,0.0,1.0,0.06666666666666667,470.0,0.003,0.0,149.3,0.0,6.786000000000001,0.000513347022587269,3.943808854462658e-05,0.0031708546179239037,0.00019681423360537435,0.015824025568444654
2020-02-01,India,7.0,0.0,0.0,NaN,0.0,4.0,0.5714285714285714,NaN,NaN,0.0,48546.06,0.0,3.167,0.002053388090349076,0.012823602228886498,1.0310281214535224,9.184664234917469e-05,0.007384545265274173
2020-02-01,Indonesia,0.0,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,0.0,44069.91,0.0,0.0,NaN,0.011641212409469016,0.935963011620836,0.0,0.0
2020-02-01,Iran,28.0,5.0,0.0,NaN,0.17857142857142858,63.0,2.25,NaN,NaN,0.0,685778.45,3180.5182616198326,4.0,0.03234086242299795,0.1811506445619341,14.56466018121364,0.00036738656939669877,0.02953818106109669
2020-02-01,Iraq,0.0,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,0.0,42168.539999999986,0.0,0.0,NaN,0.011138959238564144,0.8955814453456717,0.0,0.0
2020-02-01,Ireland,0.0,0.0,0.0,NaN,NaN,1.0,NaN,1047.0,0.0002,0.0,826.0999999999998,0.0,0.0,0.000513347022587269,0.000218217045858781,0.017544829202055835,0.0,0.0
2020-02-01,Isle of Man,0.0,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0
2020-02-01,Israel,10.0,0.0,826.0,0.012106537530266344,0.0,2.0,0.2,NaN,NaN,0.0,3357.71,0.0,2.715,0.001026694045174538,0.0008869501961632825,0.07131152216442913,0.00013120948907024957,0.010549350378963105
2020-02-01,Italy,79.0,2.0,14337.0,0.005510218316244681,0.02531645569620253,207.0,2.6202531645569622,NaN,NaN,0.0,297461.18000000005,15017.605222953944,12.215,0.10626283367556469,0.0785753540216283,6.317522814843226,0.0010365549636549714,0.0833398679938085
2020-02-01,Jamaica,0.0,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,0.0,562.87,0.0,0.0,NaN,0.0001486839711929937,0.01195431305285216,0.0,0.0
2020-02-01,Japan,129.0,1.0,1560.0,0.08269230769230769,0.007751937984496123,159.0,1.2325581395348837,NaN,NaN,0.0,12643.620000000004,992.194854754494,30.453000000000003,0.08162217659137577,0.0033398540193209083,0.2685269984211322,0.0016926024090062194,0.13608661988862403
2020-02-01,Jersey,0.0,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0
2020-02-01,Jordan,0.0,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,0.0,4257.500000000001,0.0,0.0,NaN,0.0011246326991208818,0.09042139005901555,0.0,0.0
2020-02-01,Kazakhstan,0.0,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,0.0,1780.0700000000004,0.0,0.0,NaN,0.0004702113749205187,0.03780537963648897,0.0,0.0
2020-02-01,Kenya,0.0,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,0.0,5438.549999999998,0.0,0.0,NaN,0.0014366109608464754,0.11550469780515767,0.0,0.0
2020-02-01,Kiribati,0.0,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0
2020-02-01,Kosovo,0.0,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0
2020-02-01,Kuwait,0.0,0.0,0.0,NaN,NaN,1.0,NaN,NaN,NaN,0.0,753.4300000000002,0.0,0.0,0.000513347022587269,0.00019902102513180177,0.016001453414483637,0.0,0.0
2020-02-01,Kyrgyzstan,0.0,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,0.0,624.81,0.0,0.0,NaN,0.0001650456269495521,0.013269803575519316,0.0,0.0
2020-02-01,Laos,0.0,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0
2020-02-01,Latvia,0.0,0.0,116.0,0.0,NaN,NaN,NaN,NaN,NaN,0.0,1116.6900000000003,0.0,0.0,NaN,0.00029497735496918326,0.02371642091955422,0.0,0.0
2020-02-01,Lebanon,1.0,0.0,0.0,NaN,0.0,2.0,2.0,NaN,NaN,0.0,2820.58,0.0,0.14300000000000002,0.001026694045174538,0.0007450655310596303,0.05990387888964369,1.3120948907024957e-05,0.0010549350378963103
2020-02-01,Lesotho,0.0,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0
2020-02-01,Liberia,0.0,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,0.0,1971.02,0.0,0.0,NaN,0.0005206514486485591,0.0418608028735457,0.0,0.0
2020-02-01,Libya,0.0,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,0.0,60.540000000000006,0.0,0.0,NaN,1.5991841128544494e-05,0.0012857571237047095,0.0,0.0
2020-02-01,Liechtenstein,0.0,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0
2020-02-01,Lithuania,0.0,0.0,0.0,NaN,NaN,1.0,NaN,NaN,NaN,0.0,1762.09,0.0,0.0,0.000513347022587269,0.000465461898483597,0.03742351784124267,0.0,0.0
2020-02-01,Low income,0.0,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0
2020-02-01,Lower middle income,60.0,6.0,0.0,NaN,0.1,NaN,NaN,NaN,NaN,0.0,0.0,0.0,20.666999999999998,NaN,0.0,0.0,0.0007872569344214974,0.06329610227377862
2020-02-01,Luxembourg,0.0,0.0,15.0,0.0,NaN,2.0,NaN,NaN,NaN,0.0,490.75,0.0,0.0,0.001026694045174538,0.0001296332347841627,0.010422618243443775,0.0,0.0
2020-02-01,Madagascar,0.0,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,0.0,1390.4399999999996,0.0,0.0,NaN,0.00036728932241118924,0.02953036232381856,0.0,0.0
2020-02-01,Malawi,0.0,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0
2020-02-01,Malaysia,18.0,0.0,3621.0,0.004971002485501243,0.0,9.0,0.5,NaN,NaN,0.0,5975.22,0.0,8.953000000000003,0.004620123203285421,0.001578374115429495,0.12690257153456977,0.0002361770803264492,0.018988830682133584
2020-02-01,Maldives,0.0,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,0.0,339.7100000000001,0.0,0.0,NaN,8.9735519487576e-05,0.007214809258237974,0.0,0.0
2020-02-01,Mali,0.0,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,0.0,983.02,0.0,0.0,NaN,0.0002596679825930262,0.02087751846290392,0.0,0.0
2020-02-01,Malta,0.0,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,0.0,51.93,0.0,0.0,NaN,1.3717481166258927e-05,0.001102896720085655,0.0,0.0
2020-02-01,Marshall Islands,0.0,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0
2020-02-01,Martinique,0.0,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0
2020-02-01,Mauritania,0.0,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,0.0,1516.52,0.0,0.0,NaN,0.00040059377119689945,0.03220806728180816,0.0,0.0
2020-02-01,Mauritius,0.0,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0
2020-02-01,Mayotte,0.0,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0
